areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newDeaths28DaysByDeathDate
K02000001,United Kingdom,overview,2020-06-27,55978,3544,49
K02000001,United Kingdom,overview,2020-06-26,55905,3620,41
K02000001,United Kingdom,overview,2020-06-25,55826,3850,68
K02000001,United Kingdom,overview,2020-06-24,55718,4030,74
K02000001,United Kingdom,overview,2020-06-23,55617,4134,64
K02000001,United Kingdom,overview,2020-06-22,55520,4281,64
K02000001,United Kingdom,overview,2020-06-21,55437,4222,54
K02000001,United Kingdom,overview,2020-06-20,55357,4252,60
K02000001,United Kingdom,overview,2020-06-19,55270,4414,52
K02000001,United Kingdom,overview,2020-06-18,55182,4560,61
K02000001,United Kingdom,overview,2020-06-17,55092,4719,59
K02000001,United Kingdom,overview,2020-06-16,54987,4863,84
K02000001,United Kingdom,overview,2020-06-15,54867,4870,70
K02000001,United Kingdom,overview,2020-06-14,54760,4908,86
K02000001,United Kingdom,overview,2020-06-13,54624,4941,62
K02000001,United Kingdom,overview,2020-06-12,54523,5090,80
K02000001,United Kingdom,overview,2020-06-11,54388,5179,80
K02000001,United Kingdom,overview,2020-06-10,54267,5475,109
K02000001,United Kingdom,overview,2020-06-09,54101,5736,90
K02000001,United Kingdom,overview,2020-06-08,53964,5931,125
K02000001,United Kingdom,overview,2020-06-07,53803,5944,128
K02000001,United Kingdom,overview,2020-06-06,53640,6149,110
K02000001,United Kingdom,overview,2020-06-05,53489,6379,123
K02000001,United Kingdom,overview,2020-06-04,53305,6580,134
K02000001,United Kingdom,overview,2020-06-03,53122,6815,155
K02000001,United Kingdom,overview,2020-06-02,52919,7087,168
K02000001,United Kingdom,overview,2020-06-01,52686,7248,134
K02000001,United Kingdom,overview,2020-05-31,52487,7238,127
K02000001,United Kingdom,overview,2020-05-30,52292,7268,163
K02000001,United Kingdom,overview,2020-05-29,52073,7586,186
K02000001,United Kingdom,overview,2020-05-28,51819,7907,217
K02000001,United Kingdom,overview,2020-05-27,51531,8220,197
K02000001,United Kingdom,overview,2020-05-26,51249,8732,214
K02000001,United Kingdom,overview,2020-05-25,50949,8836,200
K02000001,United Kingdom,overview,2020-05-24,50670,8814,196
K02000001,United Kingdom,overview,2020-05-23,50389,8814,220
K02000001,United Kingdom,overview,2020-05-22,50105,9184,223
K02000001,United Kingdom,overview,2020-05-21,49805,9293,238
K02000001,United Kingdom,overview,2020-05-20,49463,9563,268
K02000001,United Kingdom,overview,2020-05-19,49110,10013,275
K02000001,United Kingdom,overview,2020-05-18,48738,10231,293
K02000001,United Kingdom,overview,2020-05-17,48331,10199,267
K02000001,United Kingdom,overview,2020-05-16,47954,10238,314
K02000001,United Kingdom,overview,2020-05-15,47535,10691,314
K02000001,United Kingdom,overview,2020-05-14,47114,10921,334
K02000001,United Kingdom,overview,2020-05-13,46649,11342,317
K02000001,United Kingdom,overview,2020-05-12,46195,11591,321
K02000001,United Kingdom,overview,2020-05-11,45754,11967,309
K02000001,United Kingdom,overview,2020-05-10,45326,11727,348
K02000001,United Kingdom,overview,2020-05-09,44832,12015,378
K02000001,United Kingdom,overview,2020-05-08,44293,12053,383
K02000001,United Kingdom,overview,2020-05-07,43724,12626,461
K02000001,United Kingdom,overview,2020-05-06,43093,13148,459
K02000001,United Kingdom,overview,2020-05-05,42466,13723,465
K02000001,United Kingdom,overview,2020-05-04,41824,14097,484
K02000001,United Kingdom,overview,2020-05-03,41148,14188,450
K02000001,United Kingdom,overview,2020-05-02,40486,14380,494
K02000001,United Kingdom,overview,2020-05-01,39781,14723,568
K02000001,United Kingdom,overview,2020-04-30,38995,15164,551
K02000001,United Kingdom,overview,2020-04-29,38215,15521,572
K02000001,United Kingdom,overview,2020-04-28,37398,15877,560
K02000001,United Kingdom,overview,2020-04-27,36597,16662,594
K02000001,United Kingdom,overview,2020-04-26,35731,16555,633
K02000001,United Kingdom,overview,2020-04-25,34837,16604,647
K02000001,United Kingdom,overview,2020-04-24,33918,17063,683
K02000001,United Kingdom,overview,2020-04-23,32913,17867,678
K02000001,United Kingdom,overview,2020-04-22,31875,18533,731
K02000001,United Kingdom,overview,2020-04-21,30773,19139,745
K02000001,United Kingdom,overview,2020-04-20,29688,19331,783
K02000001,United Kingdom,overview,2020-04-19,28528,19574,769
K02000001,United Kingdom,overview,2020-04-18,27406,19456,800
K02000001,United Kingdom,overview,2020-04-17,26217,19330,819
K02000001,United Kingdom,overview,2020-04-16,24945,20389,844
K02000001,United Kingdom,overview,2020-04-15,23623,20582,878
K02000001,United Kingdom,overview,2020-04-14,22347,21281,857
K02000001,United Kingdom,overview,2020-04-13,21093,21308,896
K02000001,United Kingdom,overview,2020-04-12,19861,21687,958
K02000001,United Kingdom,overview,2020-04-11,18483,21254,956
K02000001,United Kingdom,overview,2020-04-10,17118,21280,944
K02000001,United Kingdom,overview,2020-04-09,15799,21005,1001
K02000001,United Kingdom,overview,2020-04-08,14424,20740,1076
K02000001,United Kingdom,overview,2020-04-07,12963,20234,999
K02000001,United Kingdom,overview,2020-04-06,11670,19493,895
K02000001,United Kingdom,overview,2020-04-05,10500,18855,917
K02000001,United Kingdom,overview,2020-04-04,9280,17502,906
K02000001,United Kingdom,overview,2020-04-03,8133,15546,840
K02000001,United Kingdom,overview,2020-04-02,7072,13875,806
K02000001,United Kingdom,overview,2020-04-01,6065,13637,769
K02000001,United Kingdom,overview,2020-03-31,5141,12597,661
K02000001,United Kingdom,overview,2020-03-30,4310,11093,591
K02000001,United Kingdom,overview,2020-03-29,3599,9525,506
K02000001,United Kingdom,overview,2020-03-28,3013,8278,436
K02000001,United Kingdom,overview,2020-03-27,2497,7267,398
K02000001,United Kingdom,overview,2020-03-26,2034,,362
K02000001,United Kingdom,overview,2020-03-25,1621,,303
K02000001,United Kingdom,overview,2020-03-24,1284,,237
K02000001,United Kingdom,overview,2020-03-23,1021,,186
K02000001,United Kingdom,overview,2020-03-22,813,,164
K02000001,United Kingdom,overview,2020-03-21,630,,130
K02000001,United Kingdom,overview,2020-03-20,486,,109
K02000001,United Kingdom,overview,2020-03-19,368,,74
K02000001,United Kingdom,overview,2020-03-18,289,,68
K02000001,United Kingdom,overview,2020-03-17,216,,52
K02000001,United Kingdom,overview,2020-03-16,158,,47
K02000001,United Kingdom,overview,2020-03-15,107,,32
K02000001,United Kingdom,overview,2020-03-14,76,,22
K02000001,United Kingdom,overview,2020-03-13,55,,16
K02000001,United Kingdom,overview,2020-03-12,39,,13
K02000001,United Kingdom,overview,2020-03-11,26,,8
K02000001,United Kingdom,overview,2020-03-10,19,,3
K02000001,United Kingdom,overview,2020-03-09,16,,5
K02000001,United Kingdom,overview,2020-03-08,11,,3
K02000001,United Kingdom,overview,2020-03-07,9,,0
K02000001,United Kingdom,overview,2020-03-06,9,,0
K02000001,United Kingdom,overview,2020-03-05,7,,3
K02000001,United Kingdom,overview,2020-03-04,5,,0
K02000001,United Kingdom,overview,2020-03-03,4,,2
K02000001,United Kingdom,overview,2020-03-02,4,,1
K02000001,United Kingdom,overview,2020-03-01,3,,
K02000001,United Kingdom,overview,2020-02-29,3,,
K02000001,United Kingdom,overview,2020-02-28,3,,
K02000001,United Kingdom,overview,2020-02-27,3,,
K02000001,United Kingdom,overview,2020-02-26,3,,
K02000001,United Kingdom,overview,2020-02-25,3,,
K02000001,United Kingdom,overview,2020-02-24,3,,
K02000001,United Kingdom,overview,2020-02-23,3,,
K02000001,United Kingdom,overview,2020-02-22,3,,
K02000001,United Kingdom,overview,2020-02-21,2,,
K02000001,United Kingdom,overview,2020-02-20,2,,
K02000001,United Kingdom,overview,2020-02-19,2,,
K02000001,United Kingdom,overview,2020-02-18,2,,
K02000001,United Kingdom,overview,2020-02-17,2,,
K02000001,United Kingdom,overview,2020-02-16,2,,
K02000001,United Kingdom,overview,2020-02-15,2,,
K02000001,United Kingdom,overview,2020-02-14,2,,
K02000001,United Kingdom,overview,2020-02-13,2,,
K02000001,United Kingdom,overview,2020-02-12,2,,
K02000001,United Kingdom,overview,2020-02-11,2,,
K02000001,United Kingdom,overview,2020-02-10,2,,
K02000001,United Kingdom,overview,2020-02-09,2,,
K02000001,United Kingdom,overview,2020-02-08,2,,
K02000001,United Kingdom,overview,2020-02-07,2,,
K02000001,United Kingdom,overview,2020-02-06,2,,
K02000001,United Kingdom,overview,2020-02-05,2,,
K02000001,United Kingdom,overview,2020-02-04,2,,
K02000001,United Kingdom,overview,2020-02-03,2,,
K02000001,United Kingdom,overview,2020-02-02,2,,
K02000001,United Kingdom,overview,2020-02-01,1,,
K02000001,United Kingdom,overview,2020-01-31,1,,
K02000001,United Kingdom,overview,2020-01-30,1,,
