areaCode,areaName,areaType,date,hospitalCases,newDailyNsoDeathsByDeathDate
K02000001,United Kingdom,overview,02/05/2020,14380,705
K02000001,United Kingdom,overview,01/05/2020,14723,786
K02000001,United Kingdom,overview,30/04/2020,15164,780
K02000001,United Kingdom,overview,29/04/2020,15521,817
K02000001,United Kingdom,overview,28/04/2020,15877,801
K02000001,United Kingdom,overview,27/04/2020,16662,866
K02000001,United Kingdom,overview,26/04/2020,16555,894
K02000001,United Kingdom,overview,25/04/2020,16604,919
K02000001,United Kingdom,overview,24/04/2020,17063,1005
K02000001,United Kingdom,overview,23/04/2020,17867,1038
K02000001,United Kingdom,overview,22/04/2020,18533,1102
K02000001,United Kingdom,overview,21/04/2020,19139,1085
K02000001,United Kingdom,overview,20/04/2020,19331,1160
K02000001,United Kingdom,overview,19/04/2020,19574,1122
K02000001,United Kingdom,overview,18/04/2020,19456,1189
K02000001,United Kingdom,overview,17/04/2020,19330,1272
K02000001,United Kingdom,overview,16/04/2020,20389,1322
K02000001,United Kingdom,overview,15/04/2020,20582,1276
K02000001,United Kingdom,overview,14/04/2020,21281,1254
K02000001,United Kingdom,overview,13/04/2020,21308,1232
K02000001,United Kingdom,overview,12/04/2020,21687,1378
K02000001,United Kingdom,overview,11/04/2020,21254,1365
K02000001,United Kingdom,overview,10/04/2020,21280,1319
K02000001,United Kingdom,overview,09/04/2020,21005,1375
K02000001,United Kingdom,overview,08/04/2020,20740,1461
K02000001,United Kingdom,overview,07/04/2020,20234,1293
K02000001,United Kingdom,overview,06/04/2020,19493,1170
K02000001,United Kingdom,overview,05/04/2020,18855,1220
K02000001,United Kingdom,overview,04/04/2020,17502,1147
K02000001,United Kingdom,overview,03/04/2020,15546,1061
K02000001,United Kingdom,overview,02/04/2020,13875,1007
K02000001,United Kingdom,overview,01/04/2020,13637,924
K02000001,United Kingdom,overview,31/03/2020,12597,831
K02000001,United Kingdom,overview,30/03/2020,11093,711
K02000001,United Kingdom,overview,29/03/2020,9525,586
K02000001,United Kingdom,overview,28/03/2020,8278,516
K02000001,United Kingdom,overview,27/03/2020,7267,463
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
